,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,symbol,Date,Close,High,Low,Open,Volume,change_in_price,Signal_Flag,down_days,up_days,RSI
31,31,31,31,ARWR,2019-11-14,48.5,49.77999877929688,46.43000030517578,48.47999954223633,2073700,-0.009998321533203123,1.0,0.009998321533203123,0.0,86.89979831940315
32,32,32,32,ARWR,2019-11-15,47.43999862670898,47.84000015258789,45.22000122070313,47.0,2375700,-1.0600013732910156,1.0,1.0600013732910156,0.0,77.02839809132945
33,33,33,33,ARWR,2019-11-18,48.16999816894531,48.9900016784668,46.66999816894531,48.290000915527344,1633000,0.7299995422363281,1.0,0.0,0.7299995422363281,78.93027708951948
34,34,34,34,ARWR,2019-11-19,50.5,51.84000015258789,48.88999938964844,49.290000915527344,2148800,2.3300018310546875,1.0,0.0,2.3300018310546875,83.85351806525411
35,35,35,35,ARWR,2019-11-20,48.349998474121094,50.36999893188477,46.93000030517578,50.0,3451100,-2.1500015258789062,1.0,2.1500015258789062,0.0,67.14812890009375
36,36,36,36,ARWR,2019-11-21,49.06000137329102,49.75,48.4000015258789,48.9000015258789,1404900,0.7100028991699219,1.0,0.0,0.7100028991699219,69.46599499287028
37,37,37,37,ARWR,2019-11-22,49.20000076293945,49.77000045776367,47.9000015258789,49.38999938964844,964300,0.1399993896484375,1.0,0.0,0.1399993896484375,69.94839776091962
38,38,38,38,ARWR,2019-11-25,56.9900016784668,59.72000122070313,52.58000183105469,53.18999862670898,5387600,7.790000915527344,1.0,0.0,7.790000915527344,85.08119700938688
39,39,39,39,ARWR,2019-11-26,67.69999694824219,67.76999664306639,58.5,58.93999862670898,6185300,10.70999526977539,1.0,0.0,10.70999526977539,91.70635939691171
40,40,40,40,ARWR,2019-11-27,69.01999664306639,70.27999877929689,64.5,67.0,3542800,1.3199996948242188,1.0,0.0,1.3199996948242188,92.19901609211541
41,41,41,41,ARWR,2019-11-29,73.01000213623047,73.72000122070312,67.80999755859375,69.25,2054500,3.990005493164064,1.0,0.0,3.990005493164064,93.53784254012767
42,42,42,42,ARWR,2019-12-02,63.33000183105469,73.62999725341797,61.849998474121094,73.33000183105469,6140200,-9.68000030517578,1.0,9.68000030517578,0.0,63.18314429631702
43,43,43,43,ARWR,2019-12-03,68.66000366210939,72.47000122070312,60.38000106811523,62.0,5827000,5.330001831054688,1.0,0.0,5.330001831054688,69.47638607367078
44,44,44,44,ARWR,2019-12-04,66.45999908447266,66.88600158691406,61.0,62.22000122070313,6595500,-2.2000045776367188,1.0,2.2000045776367188,0.0,64.24617594522918
45,45,45,45,ARWR,2019-12-05,65.52999877929689,66.76999664306639,62.5,66.0,2445300,-0.9300003051757812,1.0,0.9300003051757812,0.0,61.97068239256623
46,46,46,46,ARWR,2019-12-06,67.26999664306639,69.0,65.69999694824219,66.43000030517578,1985500,1.7399978637695312,1.0,0.0,1.7399978637695312,64.67191482901464
47,47,47,47,ARWR,2019-12-09,67.76999664306639,69.5,66.59200286865234,67.26999664306639,2063300,0.5,1.0,0.0,0.5,65.48478868567196
48,48,48,48,ARWR,2019-12-10,70.86000061035156,72.16999816894531,68.0,68.01999664306639,2281000,3.0900039672851562,1.0,0.0,3.0900039672851562,70.3496438128091
49,49,49,49,ARWR,2019-12-11,68.22000122070311,71.80000305175781,67.27999877929689,70.62000274658203,1718400,-2.639999389648437,1.0,2.639999389648437,0.0,61.76721705655802
50,50,50,50,ARWR,2019-12-12,67.31999969482422,69.94999694824219,65.88999938964844,68.27999877929689,2050500,-0.9000015258789062,1.0,0.9000015258789062,0.0,58.93884119728372
51,51,51,51,ARWR,2019-12-13,66.45999908447266,68.5,65.55999755859375,66.69999694824219,1571200,-0.8600006103515625,1.0,0.8600006103515625,0.0,56.106188847902544
52,52,52,52,ARWR,2019-12-16,65.37999725341797,65.44999694824219,61.18999862670898,64.55000305175781,3022600,-1.0800018310546875,1.0,1.0800018310546875,0.0,52.45328677453174
53,53,53,53,ARWR,2019-12-17,65.84999847412111,67.0,63.599998474121094,65.44000244140625,1470200,0.470001220703125,1.0,0.0,0.470001220703125,53.95850369229978
54,54,54,54,ARWR,2019-12-18,66.51000213623047,67.5,64.51000213623047,65.30000305175781,1325600,0.660003662109375,1.0,0.0,0.660003662109375,56.20496397270905
55,55,55,55,ARWR,2019-12-19,67.68000030517578,68.34999847412111,65.20999908447266,66.90000152587889,1161000,1.1699981689453125,1.0,0.0,1.1699981689453125,60.17913662386698
56,56,56,56,ARWR,2019-12-20,63.4900016784668,68.08999633789061,63.09000015258789,67.83999633789061,19622100,-4.189998626708984,1.0,4.189998626708984,0.0,43.767546842594996
57,57,57,57,ARWR,2019-12-23,63.7599983215332,65.11000061035156,63.43000030517578,64.65000152587889,2208300,0.26999664306640625,1.0,0.0,0.26999664306640625,44.885094765914225
58,58,58,58,ARWR,2019-12-24,64.55999755859375,64.69999694824219,63.02000045776367,63.61000061035156,786900,0.7999992370605469,1.0,0.0,0.7999992370605469,48.391631332115345
59,59,59,59,ARWR,2019-12-26,66.98999786376953,67.98000335693361,64.33999633789061,64.55000305175781,1458000,2.430000305175781,1.0,0.0,2.430000305175781,57.801277142464514
60,60,60,60,ARWR,2019-12-27,64.93000030517578,67.23999786376953,63.709999084472656,67.15000152587889,1399500,-2.05999755859375,1.0,2.05999755859375,0.0,49.0529235900281
61,61,61,61,ARWR,2019-12-30,64.19999694824219,65.19699859619139,63.20000076293945,64.5,1202800,-0.7300033569335938,1.0,0.7300033569335938,0.0,46.19413655506186
62,62,62,62,ARWR,2019-12-31,63.43000030517578,64.98000335693361,63.209999084472656,63.93999862670898,1205100,-0.7699966430664062,1.0,0.7699966430664062,0.0,43.13460712442951
63,63,63,63,ARWR,2020-01-02,63.11999893188477,64.0,60.75,63.61999893188477,1592000,-0.3100013732910156,1.0,0.3100013732910156,0.0,41.84708216817059
64,64,64,64,ARWR,2020-01-03,61.56000137329102,63.209999084472656,60.77000045776367,61.93999862670898,1467100,-1.55999755859375,1.0,1.55999755859375,0.0,35.66566149794809
65,65,65,65,ARWR,2020-01-06,59.43500137329102,61.13000106811523,58.724998474121094,60.90999984741211,1824300,-2.125,1.0,2.125,0.0,28.945407237485455
66,66,66,66,ARWR,2020-01-07,59.58000183105469,60.4000015258789,58.21500015258789,59.13000106811523,1491500,0.14500045776367188,1.0,0.0,0.14500045776367188,29.98410786519031
67,67,67,67,ARWR,2020-01-08,59.79999923706055,61.290000915527344,58.75,59.72000122070313,1422800,0.21999740600585926,1.0,0.0,0.21999740600585926,31.73120311203924
68,68,68,68,ARWR,2020-01-09,58.93999862670898,60.6500015258789,58.58000183105469,60.459999084472656,1423400,-0.8600006103515625,1.0,0.8600006103515625,0.0,28.521124249017788
69,69,69,69,ARWR,2020-01-10,58.0099983215332,59.79999923706055,57.6500015258789,59.040000915527344,1395100,-0.9300003051757812,-1.0,0.9300003051757812,0.0,25.324430126319214
70,70,70,70,ARWR,2020-01-13,56.65999984741211,58.0,54.18999862670898,58.0,2093300,-1.3499984741210938,-1.0,1.3499984741210938,0.0,21.321715101988374
71,71,71,71,ARWR,2020-01-14,57.5,58.209999084472656,54.66699981689453,55.86999893188477,1457600,0.8400001525878906,-1.0,0.0,0.8400001525878906,29.340018805776936
72,72,72,72,ARWR,2020-01-15,56.93000030517578,58.0,56.599998474121094,58.0,1203900,-0.5699996948242188,-1.0,0.5699996948242188,0.0,27.17186433681408
73,73,73,73,ARWR,2020-01-16,57.11000061035156,57.97999954223633,56.75,57.11999893188477,1170100,0.18000030517578125,-1.0,0.0,0.18000030517578125,29.08143740846498
74,74,74,74,ARWR,2020-01-17,56.41999816894531,57.68999862670898,56.11000061035156,57.68999862670898,1541500,-0.69000244140625,-1.0,0.69000244140625,0.0,26.05923190150598
75,75,75,75,ARWR,2020-01-21,47.59000015258789,52.75,46.47999954223633,52.349998474121094,6883200,-8.829998016357422,-1.0,8.829998016357422,0.0,10.281816529474526
76,76,76,76,ARWR,2020-01-22,47.58000183105469,49.34000015258789,47.40999984741211,47.59000015258789,1835300,-0.009998321533203123,-1.0,0.009998321533203123,0.0,10.27368981320042
77,77,77,77,ARWR,2020-01-23,46.209999084472656,47.709999084472656,46.18999862670898,47.22000122070313,1535700,-1.3700027465820312,-1.0,1.3700027465820312,0.0,9.132454946610935
78,78,78,78,ARWR,2020-01-24,44.61000061035156,47.31000137329102,43.63999938964844,46.34000015258789,2249700,-1.5999984741210938,-1.0,1.5999984741210938,0.0,7.943402075752829
79,79,79,79,ARWR,2020-01-27,44.0099983215332,44.79999923706055,42.38999938964844,43.04999923706055,1614400,-0.6000022888183594,-1.0,0.6000022888183594,0.0,7.519760216656252
80,80,80,80,ARWR,2020-01-28,45.4000015258789,45.65999984741211,44.22999954223633,44.40999984741211,1151000,1.3900032043457031,-1.0,0.0,1.3900032043457031,19.058871818228866
81,81,81,81,ARWR,2020-01-29,44.040000915527344,45.95000076293945,43.849998474121094,45.20000076293945,1211000,-1.3600006103515625,-1.0,1.3600006103515625,0.0,16.705673048689604
82,82,82,82,ARWR,2020-01-30,41.52000045776367,44.33000183105469,41.060001373291016,43.7400016784668,2136900,-2.520000457763672,-1.0,2.520000457763672,0.0,13.216723744201431
83,83,83,83,ARWR,2020-01-31,41.90999984741211,42.5,40.900001525878906,41.27000045776367,1521900,0.3899993896484375,-1.0,0.0,0.3899993896484375,16.33687728958779
84,84,84,84,ARWR,2020-02-03,43.2599983215332,44.68999862670898,42.25,42.36000061035156,1686600,1.3499984741210938,-1.0,0.0,1.3499984741210938,26.84237811973125
85,85,85,85,ARWR,2020-02-04,43.900001525878906,45.084999084472656,43.72000122070313,44.20000076293945,1311500,0.6400032043457031,-1.0,0.0,0.6400032043457031,31.544438538490738
86,86,86,86,ARWR,2020-02-05,43.72000122070313,45.25,42.948001861572266,44.79999923706055,1343100,-0.18000030517578125,-1.0,0.18000030517578125,0.0,30.899935166763427
87,87,87,87,ARWR,2020-02-06,41.099998474121094,46.41999816894531,40.150001525878906,46.0099983215332,4085200,-2.6200027465820312,-1.0,2.6200027465820312,0.0,23.005643210012096
88,88,88,88,ARWR,2020-02-07,40.43000030517578,41.141998291015625,40.04999923706055,40.86000061035156,1365000,-0.6699981689453125,-1.0,0.6699981689453125,0.0,21.392969646238882
89,89,89,89,ARWR,2020-02-10,42.849998474121094,43.29999923706055,39.61000061035156,40.349998474121094,1577200,2.4199981689453125,-1.0,0.0,2.4199981689453125,39.16556629258158
90,90,90,90,ARWR,2020-02-11,41.58000183105469,43.68999862670898,41.04999923706055,43.25,1254500,-1.2699966430664062,-1.0,1.2699966430664062,0.0,34.44923294145461
91,91,91,91,ARWR,2020-02-12,42.40999984741211,42.810001373291016,41.34000015258789,41.79999923706055,1020600,0.8299980163574219,-1.0,0.0,0.8299980163574219,39.90620928971529
92,92,92,92,ARWR,2020-02-13,41.04999923706055,42.40999984741211,40.97999954223633,42.16999816894531,946000,-1.3600006103515625,-1.0,1.3600006103515625,0.0,34.479406596836895
93,93,93,93,ARWR,2020-02-14,41.27000045776367,41.56999969482422,40.4900016784668,40.59000015258789,1032400,0.220001220703125,-1.0,0.0,0.220001220703125,36.10132609680077
94,94,94,94,ARWR,2020-02-18,40.54999923706055,41.2400016784668,39.93000030517578,40.5,990000,-0.720001220703125,-1.0,0.720001220703125,0.0,33.01514939123092
95,95,95,95,ARWR,2020-02-19,39.93000030517578,41.88399887084961,39.88999938964844,40.9900016784668,842900,-0.6199989318847656,-1.0,0.6199989318847656,0.0,30.4304413143592
96,96,96,96,ARWR,2020-02-20,39.7400016784668,40.25,38.11000061035156,39.900001525878906,1815600,-0.1899986267089844,-1.0,0.1899986267089844,0.0,29.61074130392707
97,97,97,97,ARWR,2020-02-21,38.4900016784668,39.7599983215332,37.79999923706055,39.68000030517578,1062200,-1.25,-1.0,1.25,0.0,24.583806270368626
98,98,98,98,ARWR,2020-02-24,36.38999938964844,38.099998474121094,35.72999954223633,37.0,1668200,-2.10000228881836,-1.0,2.10000228881836,0.0,18.496752482953042
99,99,99,99,ARWR,2020-02-25,34.11999893188477,37.56999969482422,33.990001678466804,37.0,1773300,-2.270000457763672,-1.0,2.270000457763672,0.0,14.13233703656968
100,100,100,100,ARWR,2020-02-26,36.060001373291016,37.0,34.009998321533196,34.240001678466804,2327700,1.94000244140625,-1.0,0.0,1.94000244140625,30.34054226022154
101,101,101,101,ARWR,2020-02-27,36.0,37.79999923706055,34.400001525878906,35.06999969482422,2249700,-0.060001373291015625,-1.0,0.060001373291015625,0.0,30.13753116358599
102,102,102,102,ARWR,2020-02-28,35.36000061035156,35.599998474121094,33.639999389648445,34.810001373291016,2037000,-0.6399993896484375,-1.0,0.6399993896484375,0.0,27.844538139737722
103,103,103,103,ARWR,2020-03-02,35.5,36.099998474121094,34.080001831054695,35.36999893188477,1387900,0.1399993896484375,-1.0,0.0,0.1399993896484375,29.204095959491866
104,104,104,104,ARWR,2020-03-03,35.150001525878906,37.150001525878906,34.77000045776367,35.70000076293945,1443500,-0.3499984741210937,-1.0,0.3499984741210937,0.0,27.698617718052773
105,105,105,105,ARWR,2020-03-04,36.93000030517578,37.0,35.09000015258789,35.9900016784668,1198300,1.779998779296875,-1.0,0.0,1.779998779296875,44.490503294732356
106,106,106,106,ARWR,2020-03-05,35.59000015258789,36.93999862670898,35.139999389648445,35.97999954223633,1169100,-1.3400001525878906,-1.0,1.3400001525878906,0.0,37.021825193633916
107,107,107,107,ARWR,2020-03-06,33.400001525878906,34.89500045776367,32.400001525878906,34.5,1760700,-2.1899986267089844,-1.0,2.1899986267089844,0.0,28.12000655166699
108,108,108,108,ARWR,2020-03-09,30.0,33.200000762939446,29.20000076293945,30.0,2176300,-3.4000015258789062,-1.0,3.4000015258789062,0.0,19.65432094344348
109,109,109,109,ARWR,2020-03-10,29.88999938964844,31.78899955749512,27.1299991607666,31.36000061035156,2064900,-0.1100006103515625,-1.0,0.1100006103515625,0.0,19.435889562812378
110,110,110,110,ARWR,2020-03-11,28.559999465942386,30.76000022888184,27.979999542236328,29.11000061035156,1954500,-1.329999923706055,-1.0,1.329999923706055,0.0,16.826935433093652
111,111,111,111,ARWR,2020-03-12,25.01000022888184,27.170000076293945,24.13999938964844,25.13999938964844,2774100,-3.549999237060547,-1.0,3.549999237060547,0.0,11.905159891561084
112,112,112,112,ARWR,2020-03-13,26.31999969482422,26.670000076293945,22.63999938964844,26.5,2682900,1.3099994659423828,-1.0,0.0,1.3099994659423828,21.661417318486073
113,113,113,113,ARWR,2020-03-16,21.76000022888184,24.520000457763672,21.59000015258789,22.459999084472656,2601000,-4.559999465942383,-1.0,4.559999465942383,0.0,14.992573506709604
114,114,114,114,ARWR,2020-03-17,21.96999931335449,22.71999931335449,19.520000457763672,22.25,2824000,0.20999908447265625,-1.0,0.0,0.20999908447265625,16.36084980685203
115,115,115,115,ARWR,2020-03-18,20.559999465942386,22.209999084472656,19.51000022888184,20.38999938964844,2364200,-1.4099998474121094,-1.0,1.4099998474121094,0.0,14.546856568789408
116,116,116,116,ARWR,2020-03-19,26.0,27.072999954223643,20.41200065612793,20.709999084472656,2884800,5.440000534057617,-1.0,0.0,5.440000534057617,42.78636490555225
117,117,117,117,ARWR,2020-03-20,27.790000915527344,29.86000061035156,27.0,27.0,3559000,1.7900009155273438,-1.0,0.0,1.7900009155273438,49.16456121795899
118,118,118,118,ARWR,2020-03-23,25.57999992370605,28.959999084472656,24.5,28.13999938964844,2043800,-2.210000991821289,-1.0,2.210000991821289,0.0,42.42666446317037
119,119,119,119,ARWR,2020-03-24,28.6299991607666,28.85000038146973,26.88999938964844,27.51000022888184,1724800,3.049999237060547,-1.0,0.0,3.049999237060547,52.74042736354328
120,120,120,120,ARWR,2020-03-25,29.21999931335449,30.239999771118164,27.5,28.540000915527344,1975800,0.5900001525878906,-1.0,0.0,0.5900001525878906,54.5574435956744
121,121,121,121,ARWR,2020-03-26,30.59000015258789,32.209999084472656,29.5,29.5,1641300,1.3700008392333984,-1.0,0.0,1.3700008392333984,58.801374991685115
122,122,122,122,ARWR,2020-03-27,28.1200008392334,30.149999618530273,27.95000076293945,29.82999992370605,1302000,-2.469999313354492,-1.0,2.469999313354492,0.0,49.235810622362585
123,123,123,123,ARWR,2020-03-30,28.96999931335449,29.07999992370605,27.0,28.45000076293945,1134800,0.8499984741210938,-1.0,0.0,0.8499984741210938,52.31591737651618
124,124,124,124,ARWR,2020-03-31,28.770000457763672,29.40999984741211,27.60000038146973,29.15999984741211,1311000,-0.1999988555908203,-1.0,0.1999988555908203,0.0,51.46809729702511
125,125,125,125,ARWR,2020-04-01,26.520000457763672,28.6200008392334,26.190000534057607,28.03000068664551,1005300,-2.25,-1.0,2.25,0.0,42.522802689583905
126,126,126,126,ARWR,2020-04-02,26.90999984741211,27.61000061035156,25.790000915527344,26.21999931335449,912400,0.3899993896484375,-1.0,0.0,0.3899993896484375,44.4536218396901
127,127,127,127,ARWR,2020-04-03,26.1200008392334,27.270000457763672,25.84000015258789,26.5,598800,-0.7899990081787109,-1.0,0.7899990081787109,0.0,41.21740795575248
128,128,128,128,ARWR,2020-04-06,28.940000534057607,29.06999969482422,26.75,27.21999931335449,1262500,2.8199996948242188,-1.0,0.0,2.8199996948242188,54.77731787725248
129,129,129,129,ARWR,2020-04-07,29.38999938964844,30.5,28.649999618530273,29.149999618530273,1469300,0.4499988555908203,-1.0,0.0,0.4499988555908203,56.61982683515727
130,130,130,130,ARWR,2020-04-08,31.51000022888184,31.96999931335449,29.61000061035156,30.25,1121100,2.1200008392333984,-1.0,0.0,2.1200008392333984,64.48543520363113
131,131,131,131,ARWR,2020-04-09,33.86999893188477,34.779998779296875,32.169998168945305,32.25,1436200,2.3599987030029297,-1.0,0.0,2.3599987030029297,71.19422569436465
132,132,132,132,ARWR,2020-04-13,34.84999847412109,35.7400016784668,33.68000030517578,35.650001525878906,1559100,0.979999542236328,-1.0,0.0,0.979999542236328,73.58505948205442
133,133,133,133,ARWR,2020-04-14,36.77000045776367,37.54999923706055,35.09999847412109,35.900001525878906,1366100,1.9200019836425781,1.0,0.0,1.9200019836425781,77.75820376305774
134,134,134,134,ARWR,2020-04-15,35.33000183105469,37.22999954223633,34.40999984741211,36.86000061035156,1832500,-1.4399986267089844,1.0,1.4399986267089844,0.0,68.40595631702331
135,135,135,135,ARWR,2020-04-16,34.830001831054695,35.439998626708984,33.049999237060554,35.06999969482422,1819700,-0.5,-1.0,0.5,0.0,65.26124380089263
136,136,136,136,ARWR,2020-04-17,36.54999923706055,36.63999938964844,35.09000015258789,35.97999954223633,1258700,1.7199974060058594,1.0,0.0,1.7199974060058594,70.62188407663413
137,137,137,137,ARWR,2020-04-20,38.88999938964844,40.02000045776367,35.720001220703125,35.720001220703125,1824400,2.34000015258789,1.0,0.0,2.34000015258789,76.35061317558899
138,138,138,138,ARWR,2020-04-21,36.61999893188477,38.65800094604492,36.16999816894531,37.72000122070313,1306400,-2.270000457763672,1.0,2.270000457763672,0.0,62.67138474212974
139,139,139,139,ARWR,2020-04-22,36.93999862670898,37.93999862670898,36.08000183105469,37.93999862670898,1030600,0.31999969482421875,1.0,0.0,0.31999969482421875,63.72841432225014
140,140,140,140,ARWR,2020-04-23,38.45000076293945,39.38999938964844,36.849998474121094,36.849998474121094,1045500,1.5100021362304688,1.0,0.0,1.5100021362304688,68.57365195302839
141,141,141,141,ARWR,2020-04-24,38.88999938964844,39.3489990234375,37.70000076293945,38.95000076293945,1003200,0.4399986267089844,1.0,0.0,0.4399986267089844,69.92443023445189
142,142,142,142,ARWR,2020-04-27,39.47000122070313,40.0,38.91999816894531,39.209999084472656,671900,0.5800018310546875,1.0,0.0,0.5800018310546875,71.76998609831553
143,143,143,143,ARWR,2020-04-28,37.2599983215332,40.0099983215332,37.150001525878906,40.0,873600,-2.210002899169922,1.0,2.210002899169922,0.0,56.52117735664016
144,144,144,144,ARWR,2020-04-29,36.52999877929688,38.38000106811523,36.36000061035156,38.34000015258789,929800,-0.7299995422363281,1.0,0.7299995422363281,0.0,52.28704161768849
145,145,145,145,ARWR,2020-04-30,34.43000030517578,36.38000106811523,34.400001525878906,36.18000030517578,1292300,-2.0999984741210938,1.0,2.0999984741210938,0.0,41.8746774342529
146,146,146,146,ARWR,2020-05-01,32.560001373291016,34.27000045776367,31.5,33.549999237060554,1296400,-1.8699989318847656,1.0,1.8699989318847656,0.0,34.76203797187523
147,147,147,147,ARWR,2020-05-04,34.15999984741211,34.240001678466804,31.71999931335449,31.88999938964844,1030600,1.5999984741210938,1.0,0.0,1.5999984741210938,44.130720228348665
148,148,148,148,ARWR,2020-05-05,35.400001525878906,36.33000183105469,34.689998626708984,35.110000610351555,1340000,1.2400016784667969,1.0,0.0,1.2400016784667969,50.488880639794644
149,149,149,149,ARWR,2020-05-06,34.22999954223633,35.86999893188477,34.060001373291016,35.709999084472656,827100,-1.170001983642578,1.0,1.170001983642578,0.0,44.922937258395656
150,150,150,150,ARWR,2020-05-07,35.130001068115234,35.44300079345703,33.77000045776367,34.950000762939446,1251800,0.9000015258789062,1.0,0.0,0.9000015258789062,49.83175085574484
151,151,151,151,ARWR,2020-05-08,34.139999389648445,37.099998474121094,33.299999237060554,36.47999954223633,1767900,-0.9900016784667968,1.0,0.9900016784667968,0.0,44.76756292080149
152,152,152,152,ARWR,2020-05-11,36.29999923706055,37.28499984741211,33.330001831054695,33.86999893188477,1522100,2.1599998474121094,1.0,0.0,2.1599998474121094,56.019546036793116
153,153,153,153,ARWR,2020-05-12,35.939998626708984,38.15999984741211,35.029998779296875,36.41999816894531,1386200,-0.3600006103515625,1.0,0.3600006103515625,0.0,53.90760248614753
154,154,154,154,ARWR,2020-05-13,34.154998779296875,37.2509994506836,33.509998321533196,36.40999984741211,1158100,-1.7849998474121094,1.0,1.7849998474121094,0.0,44.34329491363857
155,155,155,155,ARWR,2020-05-14,35.599998474121094,36.0099983215332,32.65999984741211,33.360000610351555,1455600,1.4449996948242188,1.0,0.0,1.4449996948242188,52.255606419753626
156,156,156,156,ARWR,2020-05-15,35.849998474121094,36.31999969482422,34.40999984741211,35.81999969482422,963000,0.25,1.0,0.0,0.25,53.57318030887796
157,157,157,157,ARWR,2020-05-18,38.2400016784668,38.959999084472656,36.6150016784668,36.959999084472656,1403000,2.390003204345703,1.0,0.0,2.390003204345703,64.4078026946014
158,158,158,158,ARWR,2020-05-19,36.4900016784668,38.959999084472656,36.43999862670898,38.29999923706055,1097500,-1.75,1.0,1.75,0.0,53.800221173462035
