,Unnamed: 0,symbol,Date,Close,High,Low,Open,Volume,change_in_price,Signal_Flag,down_days,up_days,RSI,low_14,high_14,k_percent,r_percent,MACD,MACD_EMA,Price_Rate_Of_Change
28,28,ARWR,2019-11-11,42.93999862670898,43.40999984741211,41.11999893188477,41.72000122070313,1044000,0.8400001525878906,,0.0,0.8400001525878906,75.07691157471207,36.38000106811523,43.40999984741211,93.31434847346958,-6.685651526530423,1.4466019705641031,1.2970655064414236,0.07619040061585824
29,29,ARWR,2019-11-12,45.2750015258789,45.849998474121094,42.90499877929688,43.22999954223633,1896600,2.335002899169922,,0.0,2.335002899169922,81.5716589887706,36.38000106811523,45.849998474121094,93.92822486015116,-6.071775139848844,1.7056917990962503,1.378892061340976,0.1310268025612502
30,30,ARWR,2019-11-13,48.5099983215332,48.86999893188477,44.43999862670898,45.40999984741211,2640200,3.234996795654297,1.0,0.0,3.234996795654297,86.99093110343512,36.89899826049805,48.86999893188477,96.99272750679859,-3.0072724932014143,2.1248850512159336,1.5282385649291828,0.21123593622054648
31,31,ARWR,2019-11-14,48.5,49.77999877929688,46.43000030517578,48.47999954223633,2073700,-0.009998321533203123,1.0,0.009998321533203123,0.0,86.89979831940315,38.28300094604492,49.77999877929688,88.86666938742191,-11.133330612578106,2.4271024304267854,1.7081538816282054,0.16923819998155198
32,32,ARWR,2019-11-15,47.43999862670898,47.84000015258789,45.22000122070313,47.0,2375700,-1.0600013732910156,1.0,1.0600013732910156,0.0,77.02839809132945,38.650001525878906,49.77999877929688,78.97573468071343,-21.024265319286584,2.556787218749413,1.8779881943366687,0.2022300995282187
33,33,ARWR,2019-11-18,48.16999816894531,48.9900016784668,46.66999816894531,48.290000915527344,1633000,0.7299995422363281,1.0,0.0,0.7299995422363281,78.93027708951948,38.650001525878906,49.77999877929688,85.5345821414543,-14.465417858545699,2.6830378870800966,2.039079816041733,0.21243389690293246
34,34,ARWR,2019-11-19,50.5,51.84000015258789,48.88999938964844,49.290000915527344,2148800,2.3300018310546875,1.0,0.0,2.3300018310546875,83.85351806525411,38.650001525878906,51.84000015258789,89.84078626153557,-10.159213738464445,2.925236611940768,2.2163830979773054,0.28760832300388794
35,35,ARWR,2019-11-20,48.349998474121094,50.36999893188477,46.93000030517578,50.0,3451100,-2.1500015258789062,1.0,2.1500015258789062,0.0,67.14812890009375,38.650001525878906,51.84000015258789,73.5405455509317,-26.45945444906829,2.9193275151025877,2.357017619914015,0.2209596044736768
36,36,ARWR,2019-11-21,49.06000137329102,49.75,48.4000015258789,48.9000015258789,1404900,0.7100028991699219,1.0,0.0,0.7100028991699219,69.46599499287028,38.650001525878906,51.84000015258789,78.92343389886689,-21.076566101133107,2.9347484826638848,2.4725937977552457,0.1653207399389396
37,37,ARWR,2019-11-22,49.20000076293945,49.77000045776367,47.9000015258789,49.38999938964844,964300,0.1399993896484375,1.0,0.0,0.1399993896484375,69.94839776091962,38.84000015258789,51.84000015258789,79.6923123873197,-20.30768761268029,2.9236989351501346,2.5628335673011007,0.1457848704339899
38,38,ARWR,2019-11-25,56.9900016784668,59.72000122070313,52.58000183105469,53.18999862670898,5387600,7.790000915527344,1.0,0.0,7.790000915527344,85.08119700938687,38.88000106811523,59.72000122070313,86.9001942310575,-13.099805768942494,3.474483573321976,2.7451938683074535,0.25875206532884776
39,39,ARWR,2019-11-26,67.69999694824219,67.76999664306639,58.5,58.93999862670898,6185300,10.70999526977539,1.0,0.0,10.70999526977539,91.70635939691172,38.88000106811523,67.76999664306639,99.75770264608522,-0.2422973539147829,4.6838506090166865,3.1329767616371096,0.3955885238237722
40,40,ARWR,2019-11-27,69.01999664306639,70.27999877929689,64.5,67.0,3542800,1.3199996948242188,1.0,0.0,1.3199996948242188,92.1990160921154,39.31999969482422,70.27999877929689,95.93022553782171,-4.069774462178277,5.677964535773072,3.642028448124541,0.4230927142900287
41,41,ARWR,2019-11-29,73.01000213623047,73.72000122070312,67.80999755859375,69.25,2054500,3.990005493164064,1.0,0.0,3.990005493164064,93.5378425401277,41.11999893188477,73.72000122070312,97.82208885084593,-2.177911149154068,6.697821223559187,4.253238999254728,0.5389967168996805
42,42,ARWR,2019-12-02,63.33000183105469,73.62999725341797,61.849998474121094,73.33000183105469,6140200,-9.68000030517578,1.0,9.68000030517578,0.0,63.18314429631703,42.90499877929688,73.72000122070312,66.28265920340361,-33.71734079659638,6.673411843585554,4.7373065120486935,0.3147187925758086
43,43,ARWR,2019-12-03,68.66000366210939,72.47000122070312,60.38000106811523,62.0,5827000,5.330001831054688,1.0,0.0,5.330001831054688,69.47638607367078,44.43999862670898,73.72000122070312,82.71858910411561,-17.281410895884385,6.98974038143848,5.187817814094998,0.3596040329130572
44,44,ARWR,2019-12-04,66.45999908447266,66.88600158691406,61.0,62.22000122070313,6595500,-2.2000045776367188,1.0,2.2000045776367188,0.0,64.24617594522918,45.22000122070313,73.72000122070312,74.52630829392818,-25.473691706071826,6.986989384220308,5.547667801797572,0.3745605208249341
45,45,ARWR,2019-12-05,65.52999877929689,66.76999664306639,62.5,66.0,2445300,-0.9300003051757812,1.0,0.9300003051757812,0.0,61.970682392566225,45.22000122070313,73.72000122070312,71.26314932839917,-28.736850671600838,6.8326638790264544,5.804675972671054,0.33571131155679845
46,46,ARWR,2019-12-06,67.26999664306639,69.0,65.69999694824219,66.43000030517578,1985500,1.7399978637695312,1.0,0.0,1.7399978637695312,64.67191482901464,46.66999816894531,73.72000122070312,76.1552537894535,-23.8447462105465,6.768975784478222,5.997541311333457,0.3672763333316531
47,47,ARWR,2019-12-09,67.76999664306639,69.5,66.59200286865234,67.26999664306639,2063300,0.5,1.0,0.0,0.5,65.48478868567196,46.93000030517578,73.72000122070312,77.79020390332222,-22.209796096677774,6.680635435001541,6.13416318283662,0.1891558983524777
48,48,ARWR,2019-12-10,70.86000061035156,72.16999816894531,68.0,68.01999664306639,2281000,3.090003967285156,1.0,0.0,3.090003967285156,70.3496438128091,46.93000030517578,73.72000122070312,89.3243728532539,-10.675627146746088,6.776285066508991,6.2625898507794115,0.046676570229763126
49,49,ARWR,2019-12-11,68.22000122070311,71.80000305175781,67.27999877929689,70.62000274658203,1718400,-2.639999389648437,1.0,2.639999389648437,0.0,61.767217056558025,47.9000015258789,73.72000122070312,78.69868293955666,-21.301317060443353,6.567295478064381,6.323531846029629,-0.011590777474250191
50,50,ARWR,2019-12-12,67.31999969482422,69.94999694824219,65.88999938964844,68.27999877929689,2050500,-0.9000015258789062,1.0,0.9000015258789062,0.0,58.938841197283715,47.9000015258789,73.72000122070312,75.21300696544229,-24.78699303455772,6.25806360450364,6.310438048219688,-0.07793456067552484
51,51,ARWR,2019-12-13,66.45999908447266,68.5,65.55999755859375,66.69999694824219,1571200,-0.8600006103515625,1.0,0.8600006103515625,0.0,56.10618884790254,52.58000183105469,73.72000122070312,65.65751018996976,-34.34248981003024,5.8769013987464405,6.223729926299652,0.049423609078172115
52,52,ARWR,2019-12-16,65.37999725341797,65.44999694824219,61.18999862670898,64.55000305175781,3022600,-1.0800018310546875,1.0,1.0800018310546875,0.0,52.45328677453175,58.5,73.72000122070312,45.203657697867975,-54.796342302132025,5.426400782984025,6.064262932330161,-0.04777171910495426
53,53,ARWR,2019-12-17,65.84999847412111,67.0,63.599998474121094,65.44000244140625,1470200,0.470001220703125,1.0,0.0,0.470001220703125,53.958503692299786,60.38000106811523,73.72000122070312,41.00447783686664,-58.995522163133366,5.048487308614603,5.861106619933918,-0.009178462515117114
54,54,ARWR,2019-12-18,66.51000213623047,67.5,64.51000213623047,65.30000305175781,1325600,0.660003662109375,1.0,0.0,0.660003662109375,56.204963972709045,60.38000106811523,73.72000122070312,45.95203146925039,-54.0479685307496,4.746745216105452,5.638233296833098,0.014955033956802088
55,55,ARWR,2019-12-19,67.68000030517578,68.34999847412111,65.20999908447266,66.90000152587889,1161000,1.1699981689453125,1.0,0.0,1.1699981689453125,60.17913662386698,60.38000106811523,73.62999725341797,55.094349726363795,-44.905650273636205,4.548347975926134,5.420255417099633,0.006094896425888896
56,56,ARWR,2019-12-20,63.4900016784668,68.08999633789061,63.09000015258789,67.83999633789061,19622100,-4.1899986267089835,1.0,4.1899986267089835,0.0,43.767546842594996,60.38000106811523,72.47000122070312,25.723743350705128,-74.27625664929488,4.010623731450188,5.138328236117894,-0.06315471708138976
57,57,ARWR,2019-12-23,63.7599983215332,65.11000061035156,63.43000030517578,64.65000152587889,2208300,0.26999664306640625,1.0,0.0,0.26999664306640625,44.88509476591423,61.0,72.16999816894531,24.70903110088698,-75.29096889911304,3.5649200274135358,4.823645840862385,-0.10019760411604006
58,58,ARWR,2019-12-24,64.55999755859375,64.69999694824219,63.02000045776367,63.61000061035156,786900,0.7999992370605469,1.0,0.0,0.7999992370605469,48.39163133211535,61.18999862670898,72.16999816894531,30.692159129165077,-69.30784087083492,3.2382668864713864,4.506569442586478,-0.05365000874550907
59,59,ARWR,2019-12-26,66.98999786376953,67.98000335693361,64.33999633789061,64.55000305175781,1458000,2.430000305175781,1.0,0.0,2.430000305175781,57.80127714246451,61.18999862670898,72.16999816894531,52.823310372190114,-47.176689627809886,3.1374854969693478,4.2327522338394,-0.004901988005802993
60,60,ARWR,2019-12-27,64.93000030517578,67.23999786376953,63.709999084472656,67.15000152587889,1399500,-2.05999755859375,1.0,2.05999755859375,0.0,49.05292359002811,61.18999862670898,72.16999816894531,34.061947489890926,-65.93805251010907,2.8597977160042727,3.9581609936244937,-0.023021348184976698
61,61,ARWR,2019-12-30,64.19999694824219,65.19699859619139,63.20000076293945,64.5,1202800,-0.7300033569335938,1.0,0.7300033569335938,0.0,46.19413655506185,61.18999862670898,72.16999816894531,27.41346490912652,-72.58653509087348,2.5518530787649567,3.6768991347917583,-0.018048338249419094
62,62,ARWR,2019-12-31,63.43000030517578,64.98000335693361,63.209999084472656,63.93999862670898,1205100,-0.7699966430664062,1.0,0.7699966430664062,0.0,43.13460712442952,61.18999862670898,71.80000305175781,21.11216535573211,-78.8878346442679,2.2205188463435093,3.3856228485557485,-0.036750162870487824
63,63,ARWR,2020-01-02,63.11999893188477,64.0,60.75,63.61999893188477,1592000,-0.3100013732910156,1.0,0.3100013732910156,0.0,41.847082168170594,60.75,69.94999694824219,25.760866500478567,-74.23913349952144,1.9110557617985504,3.0907092460840397,-0.05096982552191254
64,64,ARWR,2020-01-03,61.56000137329102,63.209999084472656,60.77000045776367,61.93999862670898,1467100,-1.55999755859375,1.0,1.55999755859375,0.0,35.66566149794809,60.75,68.5,10.45163062310997,-89.54836937689001,1.5231526771237895,2.7771977748565178,-0.09042551572531143
65,65,ARWR,2020-01-06,59.43500137329102,61.13000106811523,58.724998474121094,60.90999984741211,1824300,-2.125,1.0,2.125,0.0,28.945407237485448,58.724998474121094,68.34999847412111,7.37665349786938,-92.62334650213062,1.0333549341828316,2.4284290666093544,-0.06386832883879201
66,66,ARWR,2020-01-07,59.58000183105469,60.4000015258789,58.21500015258789,59.13000106811523,1491500,0.14500045776367188,1.0,0.0,0.14500045776367188,29.98410786519031,58.21500015258789,68.34999847412111,13.468198367301753,-86.53180163269825,0.64935715428755,2.072614569790624,-0.06555829047233264
67,67,ARWR,2020-01-08,59.79999923706055,61.290000915527344,58.75,59.72000122070313,1422800,0.21999740600585926,1.0,0.0,0.21999740600585926,31.731203112039232,58.21500015258789,68.34999847412111,15.638868741646506,-84.3611312583535,0.35858114832385724,1.7298077973581911,-0.07372984048230635
68,68,ARWR,2020-01-09,58.93999862670898,60.6500015258789,58.58000183105469,60.459999084472656,1423400,-0.8600006103515625,1.0,0.8600006103515625,0.0,28.521124249017788,58.21500015258789,68.34999847412111,7.1534148415271686,-92.84658515847285,0.058400896058387275,1.3955263483405245,-0.12016718157583739
69,69,ARWR,2020-01-10,58.0099983215332,59.79999923706055,57.6500015258789,59.040000915527344,1395100,-0.9300003051757812,-1.0,0.9300003051757812,0.0,25.324430126319214,57.6500015258789,68.08999633789061,3.4482468826527626,-96.55175311734725,-0.2513082305207561,1.0661593783707837,-0.10657634300197227
70,70,ARWR,2020-01-13,56.65999984741211,58.0,54.18999862670898,58.0,2093300,-1.3499984741210938,-1.0,1.3499984741210938,0.0,21.32171510198837,54.18999862670898,67.98000335693361,17.911532802374154,-82.08846719762585,-0.5983475439710375,0.7332579500791538,-0.1174454432904225
71,71,ARWR,2020-01-14,57.5,58.209999084472656,54.66699981689453,55.86999893188477,1457600,0.8400001525878906,-1.0,0.0,0.8400001525878906,29.340018805776936,54.18999862670898,67.98000335693361,24.00290237780872,-75.99709762219128,-0.7966440237497139,0.4272775230898803,-0.09348888974689007
72,72,ARWR,2020-01-15,56.93000030517578,58.0,56.599998474121094,58.0,1203900,-0.5699996948242188,-1.0,0.5699996948242188,0.0,27.171864336814078,54.18999862670898,67.98000335693361,19.869475986917745,-80.13052401308227,-0.9882306198664564,0.14417587064734594,-0.09806715354017759
73,73,ARWR,2020-01-16,57.11000061035156,57.97999954223633,56.75,57.11999893188477,1170100,0.18000030517578125,-1.0,0.0,0.18000030517578125,29.08143740846498,54.18999862670898,67.23999786376953,22.375495435663343,-77.62450456433665,-1.1127461229913111,-0.10720854502366144,-0.07228721026101503
74,74,ARWR,2020-01-17,56.41999816894531,57.68999862670898,56.11000061035156,57.68999862670898,1541500,-0.69000244140625,-1.0,0.69000244140625,0.0,26.05923190150598,54.18999862670898,65.19699859619139,20.259830548007145,-79.74016945199286,-1.252494152828028,-0.3362656789352709,-0.0507277384484186
75,75,ARWR,2020-01-21,47.59000015258789,52.75,46.47999954223633,52.349998474121094,6883200,-8.829998016357422,-1.0,8.829998016357422,0.0,10.281816529474526,46.47999954223633,64.98000335693361,6.000002061998093,-93.99999793800193,-2.0502003819805594,-0.6790526343307574,-0.20124204951295066
76,76,ARWR,2020-01-22,47.58000183105469,49.34000015258789,47.40999984741211,47.59000015258789,1835300,-0.009998321533203123,-1.0,0.009998321533203123,0.0,10.27368981320042,46.47999954223633,64.0,6.278551712770724,-93.7214482872293,-2.652585489205535,-1.0737592189265364,-0.20434778531623488
77,77,ARWR,2020-01-23,46.209999084472656,47.709999084472656,46.18999862670898,47.22000122070313,1535700,-1.3700027465820312,-1.0,1.3700027465820312,0.0,9.132454946610936,46.18999862670898,63.209999084472656,0.11751149956377213,-99.88248850043621,-3.203322183285259,-1.4996718235564441,-0.21598235220296824
78,78,ARWR,2020-01-24,44.61000061035156,47.31000137329102,43.63999938964844,46.34000015258789,2249700,-1.5999984741210938,-1.0,1.5999984741210938,0.0,7.9434020757528305,43.63999938964844,61.290000915527344,5.49575714926077,-94.50424285073923,-3.7256451072694152,-1.9448664901314243,-0.2309946233218143
79,79,ARWR,2020-01-27,44.0099983215332,44.79999923706055,42.38999938964844,43.04999923706055,1614400,-0.6000022888183594,-1.0,0.6000022888183594,0.0,7.519760216656254,42.38999938964844,61.290000915527344,8.571422228017154,-91.42857777198284,-4.14016002959621,-2.3839252057818774,-0.2232615877152475
80,80,ARWR,2020-01-28,45.4000015258789,45.65999984741211,44.22999954223633,44.40999984741211,1151000,1.3900032043457031,-1.0,0.0,1.3900032043457031,19.058871818228862,42.38999938964844,61.290000915527344,15.925935942962775,-84.07406405703722,-4.307038073994868,-2.7685477848610294,-0.21043475607167128
81,81,ARWR,2020-01-29,44.040000915527344,45.95000076293945,43.849998474121094,45.20000076293945,1211000,-1.3600006103515625,-1.0,1.3600006103515625,0.0,16.705673048689608,42.38999938964844,60.6500015258789,9.036151877578737,-90.96384812242128,-4.496990587186517,-3.1142363492351115,-0.22641839663711627
82,82,ARWR,2020-01-30,41.52000045776367,44.33000183105469,41.060001373291016,43.7400016784668,2136900,-2.520000457763672,-1.0,2.520000457763672,0.0,13.216723744201431,41.060001373291016,59.79999923706055,2.454637870380888,-97.54536212961912,-4.795261540102906,-3.450441390450067,-0.272981964384047
83,83,ARWR,2020-01-31,41.90999984741211,42.5,40.900001525878906,41.27000045776367,1521900,0.3899993896484375,-1.0,0.0,0.3899993896484375,16.33687728958779,40.900001525878906,58.209999084472656,5.834768711632647,-94.16523128836737,-4.943219453311934,-3.7489970051830888,-0.2571782841623663
84,84,ARWR,2020-02-03,43.2599983215332,44.68999862670898,42.25,42.36000061035156,1686600,1.3499984741210938,-1.0,0.0,1.3499984741210938,26.84237811973125,40.900001525878906,58.209999084472656,13.633721135232909,-86.36627886476707,-4.895245726619373,-3.9782467507976116,-0.09098553933959652
85,85,ARWR,2020-02-04,43.900001525878906,45.084999084472656,43.72000122070313,44.20000076293945,1311500,0.6400032043457031,-1.0,0.0,0.6400032043457031,31.54443853849073,40.900001525878906,58.0,17.54386121460864,-82.45613878539136,-4.750871532030402,-4.13277170775988,-0.07734342504320602
86,86,ARWR,2020-02-05,43.72000122070313,45.25,42.948001861572266,44.79999923706055,1343100,-0.18000030517578125,-1.0,0.18000030517578125,0.0,30.89993516676343,40.900001525878906,57.97999954223633,16.51053877244908,-83.48946122755093,-4.597950986957969,-4.225807563944228,-0.053884395436099575
87,87,ARWR,2020-02-06,41.099998474121094,46.41999816894531,40.150001525878906,46.0099983215332,4085200,-2.6200027465820312,-1.0,2.6200027465820312,0.0,23.00564321001209,40.150001525878906,57.68999862670898,5.416175058530822,-94.58382494146916,-4.634516585078956,-4.307549368413479,-0.0786819566959609
88,88,ARWR,2020-02-07,40.43000030517578,41.141998291015625,40.04999923706055,40.86000061035156,1365000,-0.6699981689453125,-1.0,0.6699981689453125,0.0,21.39296964623888,40.04999923706055,52.75,2.992134214858756,-97.00786578514123,-4.663735556849666,-4.3787866062696486,-0.08134510685963381
89,89,ARWR,2020-02-10,42.849998474121094,43.29999923706055,39.61000061035156,40.349998474121094,1577200,2.4199981689453125,-1.0,0.0,2.4199981689453125,39.16556629258158,39.61000061035156,49.34000015258789,33.29905463720973,-66.70094536279028,-4.440599499528709,-4.391149184944915,-0.05616746621262236
90,90,ARWR,2020-02-11,41.58000183105469,43.68999862670898,41.04999923706055,43.25,1254500,-1.2699966430664062,-1.0,1.2699966430664062,0.0,34.44923294145461,39.61000061035156,47.709999084472656,24.32100730632401,-75.67899269367598,-4.316392431107552,-4.376197834154751,-0.05585828867694975
91,91,ARWR,2020-02-12,42.40999984741211,42.810001373291016,41.34000015258789,41.79999923706055,1020600,0.8299980163574219,-1.0,0.0,0.8299980163574219,39.90620928971529,39.61000061035156,47.31000137329102,36.36362285231324,-63.63637714768678,-4.103725375083087,-4.321703342274254,0.021435437857323603
92,92,ARWR,2020-02-13,41.04999923706055,42.40999984741211,40.97999954223633,42.16999816894531,946000,-1.3600006103515625,-1.0,1.3600006103515625,0.0,34.47940659683689,39.61000061035156,46.41999816894531,21.14536186421689,-78.85463813578309,-3.9987474312617546,-4.257112160009013,-0.020520176890543862
93,93,ARWR,2020-02-14,41.27000045776367,41.56999969482422,40.4900016784668,40.59000015258789,1032400,0.220001220703125,-1.0,0.0,0.220001220703125,36.101326096800776,39.61000061035156,46.41999816894531,24.375924266188655,-75.62407573381134,-3.853387546804633,-4.176367237305393,-0.04600087704531841
94,94,ARWR,2020-02-18,40.54999923706055,41.2400016784668,39.93000030517578,40.5,990000,-0.720001220703125,-1.0,0.720001220703125,0.0,33.01514939123092,39.61000061035156,46.41999816894531,13.803215326013891,-86.19678467398609,-3.7529852059825046,-4.091690830988177,-0.07630984447332068
95,95,ARWR,2020-02-19,39.93000030517578,41.88399887084961,39.88999938964844,40.9900016784668,842900,-0.6199989318847656,-1.0,0.6199989318847656,0.0,30.430441314359197,39.61000061035156,46.41999816894531,4.69896930315931,-95.30103069684071,-3.680980131214554,-4.009548690992601,-0.0866880331588975
96,96,ARWR,2020-02-20,39.7400016784668,40.25,38.11000061035156,39.900001525878906,1815600,-0.1899986267089844,-1.0,0.1899986267089844,0.0,29.610741303927067,38.11000061035156,46.41999816894531,19.614940397059147,-80.38505960294086,-3.5977626959568734,-3.927191491952689,-0.03308994759478223
97,97,ARWR,2020-02-21,38.4900016784668,39.7599983215332,37.79999923706055,39.68000030517578,1062200,-1.25,-1.0,1.25,0.0,24.583806270368623,37.79999923706055,46.41999816894531,8.004669685676872,-91.99533031432313,-3.5912268343490865,-3.8599985604105815,-0.047984135841340314
98,98,ARWR,2020-02-24,36.38999938964844,38.099998474121094,35.72999954223633,37.0,1668200,-2.10000228881836,-1.0,2.10000228881836,0.0,18.49675248295304,35.72999954223633,46.41999816894531,6.173993753030972,-93.82600624696906,-3.7126226403669302,-3.8305233763943463,-0.1507584437458993
99,99,ARWR,2020-02-25,34.11999893188477,37.56999969482422,33.990001678466804,37.0,1773300,-2.270000457763672,-1.0,2.270000457763672,0.0,14.132337036569679,33.990001678466804,46.41999816894531,1.045834996957142,-98.95416500304285,-3.946426997737525,-3.853704100667704,-0.17941324123748092
