,Unnamed: 0,Unnamed: 0.1,symbol,Date,Close,High,Low,Open,Volume,change_in_price,Signal_Flag,down_days,up_days,RSI,low_14,high_14,k_percent,r_percent,MACD,MACD_EMA,Price_Rate_Of_Change,On Balance Volume,Prediction
30,30,30.0,ARWR,2019-11-13,48.5099983215332,48.86999893188477,44.43999862670898,45.40999984741211,2640200.0,3.234996795654297,1.0,0.0,3.234996795654297,86.99093110343512,36.89899826049805,48.86999893188477,96.99272750679859,-3.0072724932014143,2.1248850512159336,1.5282385649291828,0.21123593622054648,20149300.0,1.0
31,31,31.0,ARWR,2019-11-14,48.5,49.77999877929688,46.43000030517578,48.47999954223633,2073700.0,-0.009998321533203123,1.0,0.009998321533203123,0.0,86.89979831940315,38.28300094604492,49.77999877929688,88.86666938742191,-11.133330612578106,2.4271024304267854,1.7081538816282054,0.16923819998155198,18075600.0,-1.0
32,32,32.0,ARWR,2019-11-15,47.43999862670898,47.84000015258789,45.22000122070313,47.0,2375700.0,-1.0600013732910156,1.0,1.0600013732910156,0.0,77.02839809132945,38.650001525878906,49.77999877929688,78.97573468071343,-21.024265319286584,2.556787218749413,1.8779881943366687,0.2022300995282187,15699900.0,-1.0
33,33,33.0,ARWR,2019-11-18,48.16999816894531,48.9900016784668,46.66999816894531,48.290000915527344,1633000.0,0.7299995422363281,1.0,0.0,0.7299995422363281,78.93027708951948,38.650001525878906,49.77999877929688,85.5345821414543,-14.465417858545699,2.6830378870800966,2.039079816041733,0.21243389690293246,17332900.0,1.0
34,34,34.0,ARWR,2019-11-19,50.5,51.84000015258789,48.88999938964844,49.290000915527344,2148800.0,2.3300018310546875,1.0,0.0,2.3300018310546875,83.85351806525411,38.650001525878906,51.84000015258789,89.84078626153557,-10.159213738464445,2.9252366119407682,2.2163830979773054,0.28760832300388794,19481700.0,1.0
35,35,35.0,ARWR,2019-11-20,48.349998474121094,50.36999893188477,46.93000030517578,50.0,3451100.0,-2.1500015258789062,1.0,2.1500015258789062,0.0,67.14812890009375,38.650001525878906,51.84000015258789,73.5405455509317,-26.45945444906829,2.919327515102588,2.357017619914015,0.2209596044736768,16030600.0,-1.0
36,36,36.0,ARWR,2019-11-21,49.06000137329102,49.75,48.4000015258789,48.9000015258789,1404900.0,0.7100028991699219,1.0,0.0,0.7100028991699219,69.46599499287028,38.650001525878906,51.84000015258789,78.92343389886689,-21.07656610113311,2.9347484826638848,2.4725937977552457,0.1653207399389396,17435500.0,1.0
37,37,37.0,ARWR,2019-11-22,49.20000076293945,49.77000045776367,47.9000015258789,49.38999938964844,964300.0,0.1399993896484375,1.0,0.0,0.1399993896484375,69.94839776091962,38.84000015258789,51.84000015258789,79.6923123873197,-20.30768761268029,2.9236989351501346,2.5628335673011007,0.1457848704339899,18399800.0,1.0
38,38,38.0,ARWR,2019-11-25,56.9900016784668,59.72000122070313,52.58000183105469,53.18999862670898,5387600.0,7.790000915527344,1.0,0.0,7.790000915527344,85.08119700938687,38.88000106811523,59.72000122070313,86.9001942310575,-13.099805768942494,3.474483573321976,2.745193868307453,0.25875206532884776,23787400.0,1.0
39,39,39.0,ARWR,2019-11-26,67.69999694824219,67.76999664306639,58.5,58.93999862670898,6185300.0,10.70999526977539,1.0,0.0,10.70999526977539,91.70635939691172,38.88000106811523,67.76999664306639,99.75770264608522,-0.2422973539147829,4.683850609016687,3.1329767616371096,0.3955885238237722,29972700.0,1.0
40,40,40.0,ARWR,2019-11-27,69.01999664306639,70.27999877929689,64.5,67.0,3542800.0,1.3199996948242188,1.0,0.0,1.3199996948242188,92.1990160921154,39.31999969482422,70.27999877929689,95.93022553782171,-4.069774462178277,5.677964535773072,3.642028448124541,0.4230927142900287,33515500.0,1.0
41,41,41.0,ARWR,2019-11-29,73.01000213623047,73.72000122070312,67.80999755859375,69.25,2054500.0,3.990005493164064,1.0,0.0,3.990005493164064,93.5378425401277,41.11999893188477,73.72000122070312,97.82208885084593,-2.177911149154068,6.697821223559187,4.253238999254728,0.5389967168996805,35570000.0,1.0
42,42,42.0,ARWR,2019-12-02,63.33000183105469,73.62999725341797,61.849998474121094,73.33000183105469,6140200.0,-9.68000030517578,1.0,9.68000030517578,0.0,63.18314429631703,42.90499877929688,73.72000122070312,66.28265920340361,-33.71734079659638,6.673411843585553,4.7373065120486935,0.3147187925758086,29429800.0,-1.0
43,43,43.0,ARWR,2019-12-03,68.66000366210939,72.47000122070312,60.38000106811523,62.0,5827000.0,5.330001831054688,1.0,0.0,5.330001831054688,69.47638607367078,44.43999862670898,73.72000122070312,82.71858910411561,-17.281410895884385,6.98974038143848,5.187817814094998,0.3596040329130572,35256800.0,1.0
44,44,44.0,ARWR,2019-12-04,66.45999908447266,66.88600158691406,61.0,62.22000122070313,6595500.0,-2.2000045776367188,1.0,2.2000045776367188,0.0,64.24617594522918,45.22000122070313,73.72000122070312,74.52630829392818,-25.473691706071826,6.986989384220308,5.547667801797572,0.3745605208249341,28661300.0,-1.0
45,45,45.0,ARWR,2019-12-05,65.52999877929689,66.76999664306639,62.5,66.0,2445300.0,-0.9300003051757812,1.0,0.9300003051757812,0.0,61.970682392566225,45.22000122070313,73.72000122070312,71.26314932839917,-28.736850671600838,6.8326638790264544,5.8046759726710535,0.33571131155679845,26216000.0,-1.0
46,46,46.0,ARWR,2019-12-06,67.26999664306639,69.0,65.69999694824219,66.43000030517578,1985500.0,1.7399978637695312,1.0,0.0,1.7399978637695312,64.67191482901464,46.66999816894531,73.72000122070312,76.1552537894535,-23.8447462105465,6.768975784478222,5.997541311333457,0.3672763333316531,28201500.0,1.0
47,47,47.0,ARWR,2019-12-09,67.76999664306639,69.5,66.59200286865234,67.26999664306639,2063300.0,0.5,1.0,0.0,0.5,65.48478868567196,46.93000030517578,73.72000122070312,77.79020390332222,-22.209796096677774,6.680635435001541,6.13416318283662,0.1891558983524777,30264800.0,1.0
48,48,48.0,ARWR,2019-12-10,70.86000061035156,72.16999816894531,68.0,68.01999664306639,2281000.0,3.0900039672851562,1.0,0.0,3.0900039672851562,70.3496438128091,46.93000030517578,73.72000122070312,89.3243728532539,-10.675627146746088,6.776285066508992,6.262589850779412,0.046676570229763126,32545800.0,1.0
49,49,49.0,ARWR,2019-12-11,68.22000122070311,71.80000305175781,67.27999877929689,70.62000274658203,1718400.0,-2.639999389648437,1.0,2.639999389648437,0.0,61.767217056558025,47.9000015258789,73.72000122070312,78.69868293955666,-21.30131706044336,6.567295478064381,6.323531846029629,-0.011590777474250193,30827400.0,-1.0
50,50,50.0,ARWR,2019-12-12,67.31999969482422,69.94999694824219,65.88999938964844,68.27999877929689,2050500.0,-0.9000015258789062,1.0,0.9000015258789062,0.0,58.938841197283715,47.9000015258789,73.72000122070312,75.21300696544229,-24.78699303455772,6.25806360450364,6.310438048219688,-0.07793456067552484,28776900.0,-1.0
51,51,51.0,ARWR,2019-12-13,66.45999908447266,68.5,65.55999755859375,66.69999694824219,1571200.0,-0.8600006103515625,1.0,0.8600006103515625,0.0,56.10618884790254,52.58000183105469,73.72000122070312,65.65751018996976,-34.34248981003024,5.8769013987464405,6.223729926299652,0.04942360907817212,27205700.0,-1.0
52,52,52.0,ARWR,2019-12-16,65.37999725341797,65.44999694824219,61.18999862670898,64.55000305175781,3022600.0,-1.0800018310546875,1.0,1.0800018310546875,0.0,52.45328677453175,58.5,73.72000122070312,45.203657697867975,-54.796342302132025,5.426400782984025,6.064262932330161,-0.047771719104954265,24183100.0,-1.0
53,53,53.0,ARWR,2019-12-17,65.84999847412111,67.0,63.599998474121094,65.44000244140625,1470200.0,0.470001220703125,1.0,0.0,0.470001220703125,53.958503692299786,60.38000106811523,73.72000122070312,41.00447783686664,-58.995522163133366,5.048487308614603,5.861106619933918,-0.009178462515117114,25653300.0,1.0
54,54,54.0,ARWR,2019-12-18,66.51000213623047,67.5,64.51000213623047,65.30000305175781,1325600.0,0.660003662109375,1.0,0.0,0.660003662109375,56.204963972709045,60.38000106811523,73.72000122070312,45.95203146925039,-54.0479685307496,4.746745216105452,5.638233296833098,0.014955033956802087,26978900.0,1.0
